group	species	occurrence
birds	sp22683012	54
birds	sp22684665	54
birds	sp22687336	54
birds	sp22692604	54
birds	sp22706621	54
birds	sp22711430	54
birds	sp22717565	54
birds	sp22718799	54
birds	sp22721597	54
birds	sp22722296	54
birds	sp22734523	54
birds	sp22684506	53
birds	sp22686037	53
birds	sp22687485	53
birds	sp22697021	53
birds	sp22699773	53
birds	sp22701387	53
birds	sp22702695	53
birds	sp22704132	53
birds	sp22704280	53
birds	sp22706222	53
birds	sp22707204	53
birds	sp22707412	53
birds	sp22714136	53
birds	sp22715090	53
birds	sp22717552	53
birds	sp22718012	53
birds	sp22719374	53
birds	sp22719707	53
birds	sp22720891	53
birds	sp22724499	53
birds	sp22724542	53
birds	sp22735042	53
birds	sp22678318	52
birds	sp22678331	52
birds	sp22684548	52
birds	sp22685104	52
birds	sp22691729	52
birds	sp22698293	52
birds	sp22701677	52
birds	sp22704635	52
birds	sp22704840	52
birds	sp22704880	52
birds	sp22706010	52
birds	sp22706296	52
birds	sp22707317	52
birds	sp22708094	52
birds	sp22708869	52
birds	sp22716617	52
birds	sp22718899	52
birds	sp22732451	52
birds	sp22734421	52
birds	sp22679545	51
birds	sp22681837	51
birds	sp22685997	51
birds	sp22686461	51
birds	sp22688172	51
birds	sp22693780	51
birds	sp22698929	51
birds	sp22701147	51
birds	sp22701439	51
birds	sp22702103	51
birds	sp22702111	51
birds	sp22702887	51
birds	sp22703865	51
birds	sp22704073	51
birds	sp22706174	51
birds	sp22719864	51
birds	sp22721395	51
birds	sp22721475	51
birds	sp22724290	51
birds	sp22733712	51
birds	sp45353580	51
birds	sp22680643	50
birds	sp22680843	50
birds	sp22680906	50
birds	sp22684206	50
birds	sp22684624	50
birds	sp22685410	50
birds	sp22686806	50
birds	sp22688244	50
birds	sp22691739	50
birds	sp22699674	50
birds	sp22703302	50
birds	sp22703955	50
birds	sp22705649	50
birds	sp22709519	50
birds	sp22711875	50
birds	sp22714082	50
birds	sp22721958	50
birds	sp22722335	50
birds	sp22723321	50
birds	sp22729814	50
birds	sp22680762	49
birds	sp22681832	49
birds	sp22684236	49
birds	sp22687310	49
birds	sp22689670	49
birds	sp22691765	49
birds	sp22696628	49
birds	sp22697935	49
birds	sp22698235	49
birds	sp22698964	49
birds	sp22703252	49
birds	sp22704507	49
birds	sp22706903	49
birds	sp22707597	49
birds	sp22711509	49
birds	sp22712947	49
birds	sp22714115	49
birds	sp22714674	49
birds	sp22716112	49
birds	sp22716326	49
birds	sp22719867	49
birds	sp22722816	49
birds	sp22723179	49
birds	sp22723275	49
birds	sp22724472	49
birds	sp22724857	49
birds	sp22681956	48
birds	sp22687580	48
birds	sp22687599	48
birds	sp22687810	48
birds	sp22688090	48
birds	sp22689371	48
birds	sp22703752	48
birds	sp22703780	48
birds	sp22703981	48
birds	sp22706318	48
birds	sp22709763	48
birds	sp22714629	48
birds	sp22717572	48
birds	sp22722254	48
birds	sp22734337	48
birds	sp22681911	47
birds	sp22684198	47
birds	sp22684661	47
birds	sp22685867	47
birds	sp22687090	47
birds	sp22687965	47
birds	sp22690195	47
birds	sp22699346	47
birds	sp22700393	47
birds	sp22700424	47
birds	sp22701040	47
birds	sp22701779	47
birds	sp22704860	47
birds	sp22705629	47
birds	sp22706160	47
birds	sp22706314	47
birds	sp22709073	47
birds	sp22710380	47
birds	sp22712750	47
birds	sp22713815	47
birds	sp22715645	47
birds	sp22716204	47
birds	sp22716673	47
birds	sp22718941	47
birds	sp22719312	47
birds	sp22733758	47
birds	sp22678246	46
birds	sp22684697	46
birds	sp22687774	46
birds	sp22688059	46
birds	sp22692949	46
birds	sp22699251	46
birds	sp22699824	46
birds	sp22702006	46
birds	sp22703292	46
birds	sp22703786	46
birds	sp22704043	46
birds	sp22704148	46
birds	sp22706486	46
birds	sp22708961	46
birds	sp22709711	46
birds	sp22710565	46
birds	sp22713688	46
birds	sp22714549	46
birds	sp22715222	46
birds	sp22715639	46
birds	sp22722763	46
birds	sp22723219	46
birds	sp22724286	46
birds	sp22724562	46
birds	sp22733153	46
birds	sp22736256	46
birds	sp22678145	45
birds	sp22684908	45
birds	sp22699127	45
birds	sp22701322	45
birds	sp22704542	45
birds	sp22706584	45
birds	sp22708538	45
birds	sp22711404	45
birds	sp22712705	45
birds	sp22712804	45
birds	sp22712930	45
birds	sp22715614	45
birds	sp22715729	45
birds	sp22715856	45
birds	sp22717180	45
birds	sp22717360	45
birds	sp22722793	45
birds	sp22724280	45
birds	sp22735157	45
birds	sp22735786	45
birds	sp45447765	45
birds	sp22686155	44
birds	sp22687402	44
birds	sp22687930	44
birds	sp22688046	44
birds	sp22689997	44
birds	sp22690131	44
birds	sp22690895	44
birds	sp22693060	44
birds	sp22696247	44
birds	sp22696330	44
birds	sp22698953	44
birds	sp22705394	44
birds	sp22707320	44
birds	sp22707760	44
birds	sp22708054	44
birds	sp22709172	44
birds	sp22709249	44
birds	sp22709685	44
birds	sp22710101	44
birds	sp22716664	44
birds	sp22716864	44
birds	sp22723681	44
birds	sp22736163	44
birds	sp22680865	43
birds	sp22682061	43
birds	sp22686288	43
birds	sp22690206	43
birds	sp22695886	43
birds	sp22697913	43
birds	sp22699387	43
birds	sp22700764	43
birds	sp22702441	43
birds	sp22707096	43
birds	sp22709858	43
birds	sp22710519	43
birds	sp22711290	43
birds	sp22714242	43
birds	sp22718739	43
birds	sp22720056	43
birds	sp22721465	43
birds	sp22721985	43
birds	sp22678453	42
birds	sp22682425	42
birds	sp22687154	42
birds	sp22687703	42
birds	sp22687753	42
birds	sp22691170	42
birds	sp22696238	42
birds	sp22703524	42
birds	sp22707249	42
birds	sp22715145	42
birds	sp22717537	42
birds	sp22718933	42
birds	sp22720053	42
birds	sp22720659	42
birds	sp22721870	42
birds	sp22725560	42
birds	sp22683341	41
birds	sp22684164	41
birds	sp22687164	41
birds	sp22687898	41
birds	sp22687933	41
birds	sp22689280	41
birds	sp22691415	41
birds	sp22695547	41
birds	sp22702012	41
birds	sp22703946	41
birds	sp22704585	41
birds	sp22705449	41
birds	sp22706375	41
birds	sp22711398	41
birds	sp22713299	41
birds	sp22713401	41
birds	sp22713830	41
birds	sp22715019	41
birds	sp22716048	41
birds	sp22716515	41
birds	sp22719196	41
birds	sp22722099	41
birds	sp22722281	41
birds	sp22722946	41
birds	sp22723028	41
birds	sp22723264	41
birds	sp22724268	41
birds	sp22725814	41
birds	sp22726364	41
birds	sp22733656	41
birds	sp22736273	41
birds	sp22680771	40
birds	sp22683542	40
birds	sp22684509	40
birds	sp22687834	40
birds	sp22690092	40
birds	sp22700797	40
birds	sp22702082	40
birds	sp22704469	40
birds	sp22705496	40
birds	sp22706131	40
birds	sp22706215	40
birds	sp22710482	40
birds	sp22715397	40
birds	sp22718125	40
birds	sp22721182	40
birds	sp22721455	40
birds	sp22721470	40
birds	sp22723522	40
birds	sp22729298	40
birds	sp22732662	40
birds	sp45449325	40
birds	sp22680038	39
birds	sp22681208	39
birds	sp22691663	39
birds	sp22693065	39
birds	sp22699653	39
birds	sp22702095	39
birds	sp22702120	39
birds	sp22703608	39
birds	sp22708024	39
birds	sp22708370	39
birds	sp22713578	39
birds	sp22715801	39
birds	sp22720362	39
birds	sp22728418	39
birds	sp22732096	39
birds	sp22734513	39
birds	sp22680717	38
birds	sp22683572	38
birds	sp22687771	38
birds	sp22688189	38
birds	sp22695306	38
birds	sp22697800	38
birds	sp22700747	38
birds	sp22701620	38
birds	sp22703959	38
birds	sp22704516	38
birds	sp22705035	38
birds	sp22705306	38
birds	sp22705425	38
birds	sp22709389	38
birds	sp22714107	38
birds	sp22716104	38
birds	sp22717033	38
birds	sp22717497	38
birds	sp22717562	38
birds	sp22719543	38
birds	sp22722616	38
birds	sp22731107	38
birds	sp22732183	38
birds	sp22732262	38
birds	sp22733777	38
birds	sp22735654	38
birds	sp61162182	38
birds	sp22678661	37
birds	sp22685542	37
birds	sp22689594	37
birds	sp22690664	37
birds	sp22690700	37
birds	sp22691386	37
birds	sp22696533	37
birds	sp22698005	37
birds	sp22698240	37
birds	sp22701332	37
birds	sp22703243	37
birds	sp22704310	37
birds	sp22706787	37
birds	sp22707769	37
birds	sp22709449	37
birds	sp22710940	37
birds	sp22716079	37
birds	sp22716338	37
birds	sp22717481	37
birds	sp22718774	37
birds	sp22721842	37
birds	sp22722659	37
birds	sp22724618	37
birds	sp22732155	37
birds	sp61201742	37
birds	sp22683196	36
birds	sp22683512	36
birds	sp22683602	36
birds	sp22684627	36
birds	sp22685843	36
birds	sp22688002	36
birds	sp22688602	36
birds	sp22691396	36
birds	sp22695605	36
birds	sp22696165	36
birds	sp22699135	36
birds	sp22699531	36
birds	sp22702497	36
birds	sp22703421	36
birds	sp22704218	36
birds	sp22704627	36
birds	sp22704708	36
birds	sp22706088	36
birds	sp22714315	36
birds	sp22714344	36
birds	sp22714362	36
birds	sp22719078	36
birds	sp22719736	36
birds	sp22723367	36
birds	sp22727539	36
birds	sp22734687	36
birds	sp61567591	36
birds	sp22680659	35
birds	sp22681920	35
birds	sp22684581	35
birds	sp22684789	35
birds	sp22687877	35
birds	sp22688591	35
birds	sp22688829	35
birds	sp22688847	35
birds	sp22689310	35
birds	sp22703330	35
birds	sp22706111	35
birds	sp22706626	35
birds	sp22706809	35
birds	sp22707794	35
birds	sp22714295	35
birds	sp22716813	35
birds	sp22720278	35
birds	sp22723224	35
birds	sp22724459	35
birds	sp22725519	35
birds	sp22732941	35
birds	sp22733311	35
birds	sp22733786	35
birds	sp22678185	34
birds	sp22682494	34
birds	sp22683304	34
birds	sp22688470	34
birds	sp22689480	34
birds	sp22690958	34
birds	sp22694980	34
birds	sp22698637	34
birds	sp22702676	34
birds	sp22703902	34
birds	sp22704711	34
birds	sp22705553	34
birds	sp22705963	34
birds	sp22706347	34
birds	sp22706553	34
birds	sp22706669	34
birds	sp22706747	34
birds	sp22707741	34
birds	sp22708875	34
birds	sp22708989	34
birds	sp22709129	34
birds	sp22713737	34
birds	sp22714468	34
birds	sp22715015	34
birds	sp22715549	34
birds	sp22715862	34
birds	sp22722105	34
birds	sp22722374	34
birds	sp22726750	34
birds	sp22727198	34
birds	sp22728429	34
birds	sp22729076	34
birds	sp22733737	34
birds	sp22678132	33
birds	sp22679044	33
birds	sp22682174	33
birds	sp22683328	33
birds	sp22684195	33
birds	sp22684960	33
birds	sp22687066	33
birds	sp22687676	33
birds	sp22688651	33
birds	sp22690609	33
birds	sp22695538	33
birds	sp22699951	33
birds	sp22703240	33
birds	sp22703389	33
birds	sp22704110	33
birds	sp22706104	33
birds	sp22708058	33
birds	sp22709494	33
birds	sp22711219	33
birds	sp22713021	33
birds	sp22714199	33
birds	sp22715617	33
birds	sp22717171	33
birds	sp22718841	33
birds	sp22721362	33
birds	sp22721867	33
birds	sp22722177	33
birds	sp22723182	33
birds	sp22725355	33
birds	sp22734573	33
birds	sp22735305	33
birds	sp22680556	32
birds	sp22682206	32
birds	sp22685063	32
birds	sp22687715	32
birds	sp22687874	32
birds	sp22688005	32
birds	sp22688734	32
birds	sp22693049	32
birds	sp22694830	32
birds	sp22698017	32
birds	sp22698585	32
birds	sp22698777	32
birds	sp22699310	32
birds	sp22701122	32
birds	sp22701994	32
birds	sp22703305	32
birds	sp22703880	32
birds	sp22704977	32
birds	sp22706193	32
birds	sp22709166	32
birds	sp22711500	32
birds	sp22711591	32
birds	sp22714124	32
birds	sp22714323	32
birds	sp22716248	32
birds	sp22717469	32
birds	sp22722799	32
birds	sp22678615	31
birds	sp22684573	31
birds	sp22687708	31
birds	sp22695544	31
birds	sp22695553	31
birds	sp22700831	31
birds	sp22701592	31
birds	sp22701823	31
birds	sp22701997	31
birds	sp22702411	31
birds	sp22702722	31
birds	sp22702777	31
birds	sp22703317	31
birds	sp22705324	31
birds	sp22705516	31
birds	sp22705972	31
birds	sp22708361	31
birds	sp22709346	31
birds	sp22709490	31
birds	sp22716201	31
birds	sp22716853	31
birds	sp22719238	31
birds	sp22722651	31
birds	sp22728576	31
birds	sp22679147	30
birds	sp22684473	30
birds	sp22684991	30
birds	sp22686747	30
birds	sp22687762	30
birds	sp22687947	30
birds	sp22688840	30
birds	sp22689704	30
birds	sp22698703	30
birds	sp22700933	30
birds	sp22701293	30
birds	sp22701368	30
birds	sp22702068	30
birds	sp22702117	30
birds	sp22703299	30
birds	sp22703877	30
birds	sp22704122	30
birds	sp22704510	30
birds	sp22708599	30
birds	sp22709370	30
birds	sp22714303	30
birds	sp22717831	30
birds	sp22719729	30
birds	sp22722307	30
birds	sp22725292	30
birds	sp22733261	30
birds	sp22678357	29
birds	sp22679372	29
birds	sp22680777	29
birds	sp22682735	29
birds	sp22684641	29
birds	sp22684800	29
birds	sp22691186	29
birds	sp22691529	29
birds	sp22691710	29
birds	sp22694493	29
birds	sp22698937	29
birds	sp22700865	29
birds	sp22701106	29
birds	sp22701407	29
birds	sp22701820	29
birds	sp22702438	29
birds	sp22702579	29
birds	sp22703381	29
birds	sp22703493	29
birds	sp22703505	29
birds	sp22704170	29
birds	sp22706604	29
birds	sp22707255	29
birds	sp22710226	29
birds	sp22711395	29
birds	sp22716818	29
birds	sp22717368	29
birds	sp22717984	29
birds	sp22718914	29
birds	sp22720292	29
birds	sp22722576	29
birds	sp22722875	29
birds	sp22724604	29
birds	sp22729854	29
birds	sp22732102	29
birds	sp22734478	29
birds	sp22734578	29
birds	sp22734967	29
birds	sp22678443	28
birds	sp22679137	28
birds	sp22682768	28
birds	sp22687494	28
birds	sp22687962	28
birds	sp22690988	28
birds	sp22697885	28
birds	sp22700847	28
birds	sp22704193	28
birds	sp22704546	28
birds	sp22704757	28
birds	sp22704795	28
birds	sp22705219	28
birds	sp22705666	28
birds	sp22706460	28
birds	sp22706629	28
birds	sp22709182	28
birds	sp22709187	28
birds	sp22709415	28
birds	sp22712086	28
birds	sp22716210	28
birds	sp22717028	28
birds	sp22717510	28
birds	sp22718048	28
birds	sp22718444	28
birds	sp22718508	28
birds	sp22721566	28
birds	sp22721845	28
birds	sp22721891	28
birds	sp22723193	28
birds	sp22723694	28
birds	sp22724465	28
birds	sp22724821	28
birds	sp22728596	28
birds	sp22734140	28
birds	sp22678373	27
birds	sp22682444	27
birds	sp22682842	27
birds	sp22682926	27
birds	sp22684123	27
birds	sp22684964	27
birds	sp22687506	27
birds	sp22689539	27
birds	sp22700250	27
birds	sp22702575	27
birds	sp22702691	27
birds	sp22702890	27
birds	sp22704947	27
birds	sp22705257	27
birds	sp22705486	27
birds	sp22706784	27
birds	sp22706793	27
birds	sp22710006	27
birds	sp22710508	27
birds	sp22711140	27
birds	sp22711805	27
birds	sp22713182	27
birds	sp22714238	27
birds	sp22714359	27
birds	sp22715162	27
birds	sp22715662	27
birds	sp22716795	27
birds	sp22717460	27
birds	sp22722320	27
birds	sp22722558	27
birds	sp22722567	27
birds	sp22722790	27
birds	sp22723188	27
birds	sp22734230	27
birds	sp22734493	27
birds	sp22734677	27
birds	sp22734742	27
birds	sp22735824	27
birds	sp22684360	26
birds	sp22684559	26
birds	sp22685966	26
birds	sp22689546	26
birds	sp22690201	26
birds	sp22700563	26
birds	sp22700718	26
birds	sp22700794	26
birds	sp22701134	26
birds	sp22703510	26
birds	sp22704024	26
birds	sp22704176	26
birds	sp22704230	26
birds	sp22705146	26
birds	sp22705675	26
birds	sp22707351	26
birds	sp22707901	26
birds	sp22708218	26
birds	sp22708624	26
birds	sp22709177	26
birds	sp22711366	26
birds	sp22714110	26
birds	sp22714327	26
birds	sp22714356	26
birds	sp22714403	26
birds	sp22715009	26
birds	sp22715521	26
birds	sp22715577	26
birds	sp22715628	26
birds	sp22717936	26
birds	sp22719581	26
birds	sp22719716	26
birds	sp22721291	26
birds	sp22721424	26
birds	sp22722005	26
birds	sp22723033	26
birds	sp22724274	26
birds	sp22729026	26
birds	sp22735037	26
birds	sp22688033	25
birds	sp22690549	25
birds	sp22703644	25
birds	sp22703906	25
birds	sp22703972	25
birds	sp22706593	25
birds	sp22707210	25
birds	sp22708519	25
birds	sp22709548	25
birds	sp22709655	25
birds	sp22721482	25
birds	sp22722216	25
birds	sp22723807	25
birds	sp22724425	25
birds	sp22727923	25
birds	sp22729485	25
birds	sp22734518	25
birds	sp22679688	24
birds	sp22681914	24
birds	sp22682028	24
birds	sp22684184	24
birds	sp22684621	24
birds	sp22686168	24
birds	sp22687069	24
birds	sp22687791	24
birds	sp22688069	24
birds	sp22690758	24
birds	sp22698719	24
birds	sp22698727	24
birds	sp22699031	24
birds	sp22699947	24
birds	sp22701280	24
birds	sp22702448	24
birds	sp22703943	24
birds	sp22706140	24
birds	sp22707161	24
birds	sp22714386	24
birds	sp22714786	24
birds	sp22716227	24
birds	sp22718084	24
birds	sp22718735	24
birds	sp22719904	24
birds	sp22720860	24
birds	sp22722584	24
birds	sp22722778	24
birds	sp22723789	24
birds	sp22726790	24
birds	sp22734473	24
birds	sp22734658	24
birds	sp22678379	23
birds	sp22681953	23
birds	sp22683387	23
birds	sp22687614	23
birds	sp22687699	23
birds	sp22692250	23
birds	sp22692781	23
birds	sp22699488	23
birds	sp22701904	23
birds	sp22703654	23
birds	sp22703807	23
birds	sp22704385	23
birds	sp22705528	23
birds	sp22705793	23
birds	sp22705969	23
birds	sp22706356	23
birds	sp22707396	23
birds	sp22708973	23
birds	sp22709616	23
birds	sp22712509	23
birds	sp22714480	23
birds	sp22715006	23
birds	sp22715012	23
birds	sp22716358	23
birds	sp22717153	23
birds	sp22718134	23
birds	sp22718582	23
birds	sp22720386	23
birds	sp22720734	23
birds	sp22722239	23
birds	sp22722437	23
birds	sp22722621	23
birds	sp22722712	23
birds	sp22722823	23
birds	sp22723690	23
birds	sp22723729	23
birds	sp22724613	23
birds	sp22729451	23
birds	sp22734548	23
birds	sp22734593	23
birds	sp22735573	23
birds	sp22678194	22
birds	sp22679365	22
birds	sp22684668	22
birds	sp22684693	22
birds	sp22684954	22
birds	sp22687151	22
birds	sp22687383	22
birds	sp22688153	22
birds	sp22688799	22
birds	sp22689559	22
birds	sp22690302	22
birds	sp22692340	22
birds	sp22698979	22
birds	sp22699304	22
birds	sp22702085	22
birds	sp22703203	22
birds	sp22704313	22
birds	sp22706180	22
birds	sp22706529	22
birds	sp22712580	22
birds	sp22714246	22
birds	sp22715542	22
birds	sp22715837	22
birds	sp22721839	22
birds	sp22722198	22
birds	sp22728052	22
birds	sp22728096	22
birds	sp22735664	22
birds	sp61488027	22
birds	sp22678382	21
birds	sp22678620	21
birds	sp22679576	21
birds	sp22680199	21
birds	sp22682319	21
birds	sp22685245	21
birds	sp22686017	21
birds	sp22687890	21
birds	sp22688049	21
birds	sp22688656	21
birds	sp22695909	21
birds	sp22700442	21
birds	sp22700809	21
birds	sp22700874	21
birds	sp22702317	21
birds	sp22703535	21
birds	sp22703776	21
birds	sp22704272	21
birds	sp22704378	21
birds	sp22705944	21
birds	sp22708339	21
birds	sp22709394	21
birds	sp22718636	21
birds	sp22719725	21
birds	sp22719893	21
birds	sp22723282	21
birds	sp22723739	21
birds	sp22724548	21
birds	sp22729036	21
birds	sp22729087	21
birds	sp22733291	21
birds	sp22733968	21
birds	sp22735840	21
birds	sp22682050	20
birds	sp22684192	20
birds	sp22684232	20
birds	sp22685572	20
birds	sp22687345	20
birds	sp22687627	20
birds	sp22687640	20
birds	sp22687680	20
birds	sp22688807	20
birds	sp22689751	20
birds	sp22691585	20
birds	sp22691744	20
birds	sp22691754	20
birds	sp22691794	20
birds	sp22694452	20
birds	sp22695561	20
birds	sp22699523	20
birds	sp22701847	20
birds	sp22703862	20
birds	sp22703874	20
birds	sp22705503	20
birds	sp22708142	20
birds	sp22708334	20
birds	sp22712032	20
birds	sp22713638	20
birds	sp22717941	20
birds	sp22719031	20
birds	sp22721716	20
birds	sp22721864	20
birds	sp22722924	20
birds	sp22723640	20
birds	sp22723734	20
birds	sp22723768	20
birds	sp22729181	20
birds	sp22729326	20
birds	sp22733255	20
birds	sp22736120	20
birds	sp22679398	19
birds	sp22680047	19
birds	sp22680714	19
birds	sp22687247	19
birds	sp22688718	19
birds	sp22695541	19
birds	sp22697949	19
birds	sp22700045	19
birds	sp22702956	19
birds	sp22703277	19
birds	sp22703327	19
birds	sp22703602	19
birds	sp22703627	19
birds	sp22703855	19
birds	sp22704197	19
birds	sp22704857	19
birds	sp22706440	19
birds	sp22709386	19
birds	sp22709753	19
birds	sp22710787	19
birds	sp22713176	19
birds	sp22715525	19
birds	sp22715783	19
birds	sp22717540	19
birds	sp22718059	19
birds	sp22720836	19
birds	sp22722054	19
birds	sp22723752	19
birds	sp22723778	19
birds	sp22723889	19
birds	sp22724375	19
birds	sp22724610	19
birds	sp22727893	19
birds	sp22731986	19
birds	sp22733672	19
birds	sp22678593	18
birds	sp22683310	18
birds	sp22684784	18
birds	sp22685371	18
birds	sp22685772	18
birds	sp22685919	18
